EmployeeID,HireDate,TerminationDate,Status,Age,Gender,MaritalStatus,Department,JobRole,ManagerID,Location,OfficeType,Education,EducationField,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,SalaryChangePercent,PerformanceRating,LastPerformanceDate,JobSatisfaction,WorkLifeBalance,OverTime,NumTrainingsLastYear,CommuteTimeMins,NumberOfProjects,LeaveDaysLastYear,EngagementScore,Attrition
E13638,2013-08-20,,Active,52,Female,Single,Sales,Analyst,M128,Remote,Remote,Bachelor's,Finance,6,2,2,2,18906,-1,1,2023-06-25,1,3,No,1,31,9,22,88,0
E13639,2014-03-07,,Active,48,Female,Single,IT,Analyst,M127,London,Remote,Bachelor's,Marketing,7,8,1,1,18656,4,4,2023-02-14,3,4,No,1,54,14,24,63,0
E13640,2014-08-01,,Active,33,Male,Married,R&D,Manager,M106,London,On-site,Bachelor's,Finance,2,8,2,2,12918,-1,3,2023-09-25,5,3,Yes,7,70,8,15,83,0
E13641,2013-09-23,,Active,52,Female,Single,IT,Manager,M138,Bangalore,Remote,Bachelor's,Technical,0,5,1,1,10000,16,3,2023-04-02,3,3,Yes,7,115,4,12,77,0
E13642,2014-04-23,,Active,53,Male,Widowed,R&D,Engineer,M137,New York,On-site,Bachelor's,Technical,3,3,5,0,14011,7,3,2023-10-20,1,1,No,7,81,14,8,93,0
E13643,2017-05-10,,Active,53,Male,Single,R&D,Analyst,M106,Chennai,On-site,High School,Finance,5,8,3,8,3643,9,5,2023-06-05,2,2,Yes,3,42,12,0,50,0
E13644,2021-12-19,,Active,56,Female,Married,Operations,Technician,M125,New York,Hybrid,Master's,Marketing,5,8,4,9,19112,14,3,2023-08-09,5,1,Yes,6,60,14,16,75,0
E13645,2016-06-24,,Active,42,Male,Married,IT,Analyst,M113,London,Hybrid,Bachelor's,HR,8,1,0,4,19643,19,2,2023-05-10,4,5,No,7,67,9,0,85,0
E13646,2020-04-15,,Active,31,Female,Single,Operations,Technician,M133,Bangalore,Hybrid,Bachelor's,HR,14,9,6,8,5102,-5,3,2023-10-29,3,4,No,8,34,10,15,83,0
E13647,2016-08-31,,Active,37,Female,Single,Operations,Analyst,M133,Chennai,Remote,Master's,Operations,12,5,6,7,14972,-10,3,2023-04-21,4,1,Yes,1,50,10,15,74,0
E13648,2015-06-17,,Active,28,Male,Married,HR,Technician,M125,Remote,On-site,Bachelor's,HR,6,3,4,6,15797,3,4,2023-08-16,2,2,No,9,74,1,20,73,0
E13649,2012-05-19,,Active,25,Female,Divorced,HR,Engineer,M114,Remote,Remote,High School,Marketing,12,2,4,5,15133,16,5,2023-08-22,5,2,No,6,71,14,21,85,0
E13650,2012-10-11,,Active,48,Female,Single,Operations,Analyst,M140,London,Hybrid,Master's,HR,11,9,5,3,6359,9,3,2023-07-20,2,2,Yes,3,55,14,12,93,0
E13651,2015-03-27,,Active,46,Male,Single,Operations,Clerk,M141,Bangalore,On-site,Bachelor's,Operations,13,5,6,9,6385,19,3,2023-02-06,5,5,No,9,98,3,15,56,0
E13652,2011-08-26,,Active,52,Male,Single,R&D,Clerk,M142,New York,On-site,Bachelor's,Technical,8,7,4,9,19840,-8,3,2023-02-23,4,1,No,2,63,3,19,89,0
E13653,2020-06-18,,Active,32,Female,Single,Operations,Technician,M138,London,On-site,Bachelor's,Finance,9,8,0,6,18265,-10,3,2023-10-08,4,2,No,5,87,6,6,74,0
E13654,2011-11-22,,Active,41,Female,Divorced,Sales,Engineer,M109,New York,On-site,Bachelor's,HR,10,8,1,6,12406,11,4,2023-04-15,2,5,Yes,5,63,6,11,80,0
E13655,2011-05-09,,Active,57,Male,Married,IT,Technician,M118,Chennai,On-site,High School,Finance,4,1,3,0,13456,-1,3,2023-12-05,5,4,Yes,7,54,7,15,86,0
E13656,2011-05-05,,Active,38,Male,Single,Sales,Engineer,M115,New York,Hybrid,Bachelor's,Finance,4,7,5,8,3244,6,5,2023-07-09,4,3,No,5,84,10,15,62,0
E13657,2016-12-31,,Active,32,Female,Single,HR,Manager,M104,Chennai,Remote,High School,Technical,4,7,0,3,14295,-10,4,2023-06-02,5,4,Yes,9,72,10,21,69,0
E13658,2022-04-13,2022-05-15 00:00:00,Terminated,51,Female,Single,Sales,Analyst,M134,Bangalore,On-site,Bachelor's,Operations,4,4,6,6,7356,5,5,2023-06-29,4,1,Yes,0,56,7,8,78,1
E13659,2010-10-22,,Active,56,Male,Married,Finance,Engineer,M138,London,Remote,PhD,Marketing,13,3,3,8,7252,12,3,2023-08-29,1,4,No,4,49,9,14,80,0
E13660,2021-01-10,,Active,59,Female,Divorced,Finance,Technician,M117,New York,On-site,Bachelor's,Marketing,3,8,1,1,8385,-10,5,2023-07-10,4,5,Yes,6,13,13,16,73,0
E13661,2017-10-14,,Active,43,Male,Single,HR,Manager,M107,Bangalore,Remote,Master's,Marketing,5,3,3,7,7407,16,4,2023-10-29,1,1,No,2,68,12,24,52,0
E13662,2017-12-22,,Active,48,Female,Single,Sales,Technician,M132,Bangalore,Hybrid,Bachelor's,Operations,11,9,7,3,17375,18,3,2023-02-25,2,2,No,9,12,10,23,94,0
E13663,2014-09-14,,Active,58,Male,Divorced,IT,Clerk,M123,New York,Remote,Bachelor's,Operations,0,3,1,3,14449,-8,5,2023-04-24,1,5,Yes,8,53,6,4,83,0
E13664,2017-02-09,,Active,56,Male,Single,HR,Clerk,M120,Remote,Remote,High School,Operations,1,2,6,2,3603,-6,2,2023-01-26,2,1,No,2,59,2,5,100,0
E13665,2022-12-28,2023-02-05 00:00:00,Terminated,25,Male,Single,Finance,Analyst,M147,Remote,On-site,Bachelor's,HR,8,9,0,9,3732,8,4,2023-04-20,1,1,No,9,94,5,24,55,1
E13666,2015-02-17,,Active,37,Female,Single,HR,Executive,M102,Chennai,Remote,Bachelor's,Finance,5,2,0,3,8836,11,2,2023-06-02,2,5,No,5,13,11,8,84,0
E13667,2022-10-08,,Active,37,Female,Single,Sales,Analyst,M121,Bangalore,Remote,Master's,Operations,5,2,6,8,9769,3,3,2023-10-04,4,4,No,1,16,12,3,62,0
E13668,2018-12-03,,Active,42,Female,Single,Sales,Manager,M112,London,Hybrid,High School,Operations,9,6,7,0,18953,3,4,2023-06-11,3,4,No,3,96,13,14,99,0
E13669,2017-09-18,,Active,47,Female,Widowed,Sales,Clerk,M142,London,Remote,Bachelor's,HR,3,4,6,8,8530,14,3,2023-04-12,3,2,No,1,73,1,5,89,0
E13670,2011-03-21,,Active,57,Male,Married,R&D,Engineer,M149,Bangalore,Hybrid,High School,Finance,4,8,3,9,15286,7,3,2023-12-27,3,1,Yes,8,117,3,12,60,0
E13671,2019-12-21,2020-12-26 00:00:00,Terminated,40,Female,Single,Sales,Clerk,M127,Remote,Hybrid,Bachelor's,Marketing,8,1,5,8,8506,-4,3,2023-01-25,1,4,No,1,113,4,10,62,1
E13672,2022-03-17,,Active,38,Male,Single,Operations,Executive,M148,Bangalore,Remote,Bachelor's,Technical,1,3,3,0,18119,9,3,2023-07-12,3,1,No,7,84,11,0,91,0
E13673,2012-01-12,,Active,47,Female,Married,Finance,Analyst,M110,Chennai,Hybrid,Master's,Operations,2,1,4,8,4915,18,2,2023-10-15,2,4,Yes,3,23,5,8,94,0
E13674,2015-08-04,2022-02-18 00:00:00,Terminated,43,Male,Single,Finance,Technician,M108,Bangalore,On-site,High School,Operations,9,7,4,5,6396,0,4,2023-09-13,1,5,No,1,91,8,0,93,1
E13675,2011-11-11,,Active,49,Male,Single,R&D,Manager,M121,New York,On-site,High School,Technical,7,3,3,7,11831,11,4,2023-06-12,1,5,No,6,12,4,1,77,0
E13676,2016-10-03,2017-04-06 00:00:00,Terminated,22,Female,Single,Finance,Executive,M122,Remote,Remote,Bachelor's,Operations,8,0,4,7,11464,-1,3,2023-09-29,4,4,Yes,3,106,8,16,53,1
E13677,2020-02-15,,Active,57,Female,Married,Finance,Clerk,M113,New York,On-site,PhD,Operations,14,9,6,7,14964,1,2,2023-02-01,2,5,Yes,8,22,8,4,71,0
E13678,2013-09-20,,Active,58,Female,Single,HR,Engineer,M148,New York,Hybrid,Bachelor's,Operations,11,2,3,7,9474,-1,2,2023-08-27,2,1,No,1,30,10,3,98,0
E13679,2010-03-04,,Active,23,Female,Single,Sales,Executive,M140,Bangalore,On-site,Bachelor's,Technical,4,6,2,0,17635,-5,2,2023-01-10,4,5,No,7,47,7,15,86,0
E13680,2017-01-03,,Active,38,Male,Single,Operations,Engineer,M112,Bangalore,On-site,Bachelor's,HR,2,2,4,0,9883,-3,1,2023-12-29,5,2,No,0,30,9,19,67,0
E13681,2020-04-27,,Active,59,Female,Single,Operations,Engineer,M117,London,Hybrid,High School,HR,14,4,6,6,9637,-4,4,2023-11-24,4,4,No,9,109,11,10,51,0
E13682,2021-11-30,,Active,42,Male,Widowed,HR,Manager,M148,New York,On-site,Master's,Technical,0,1,3,8,18106,2,3,2023-03-20,5,2,No,3,83,14,17,99,0
E13683,2010-05-15,,Active,30,Female,Married,Operations,Engineer,M109,Bangalore,On-site,Bachelor's,HR,11,7,2,9,15378,10,3,2023-10-03,3,5,No,2,18,9,1,82,0
E13684,2019-12-24,,Active,34,Female,Single,HR,Engineer,M149,London,On-site,Master's,Marketing,1,3,6,7,4132,12,3,2023-12-11,3,4,No,8,11,11,15,92,0
E13685,2015-11-06,,Active,32,Male,Single,Operations,Clerk,M140,New York,Remote,Bachelor's,Marketing,3,0,4,4,3504,1,3,2023-03-31,3,4,Yes,3,93,7,5,54,0
E13686,2018-12-23,,Active,37,Male,Married,Finance,Manager,M112,London,Remote,Bachelor's,Technical,3,3,0,7,11370,1,3,2023-11-26,3,1,No,4,6,11,24,61,0
E13687,2012-04-02,2021-12-18 00:00:00,Terminated,37,Male,Single,IT,Technician,M109,Remote,Hybrid,High School,Finance,4,7,3,8,19592,19,2,2023-08-28,4,1,Yes,9,52,6,24,65,1
E13688,2018-06-02,2019-03-26 00:00:00,Terminated,23,Male,Married,Sales,Technician,M130,Chennai,On-site,Master's,Operations,8,8,7,6,18336,11,3,2023-03-02,3,5,No,2,74,3,7,79,1
E13689,2018-03-01,2023-03-22 00:00:00,Terminated,29,Male,Married,IT,Engineer,M106,New York,Hybrid,Bachelor's,Finance,13,0,0,9,19265,2,1,2023-01-05,4,1,No,1,77,1,24,67,1
E13690,2010-05-01,2016-05-09 00:00:00,Terminated,34,Male,Single,Finance,Executive,M125,Bangalore,On-site,Bachelor's,Operations,11,5,5,2,19427,10,5,2023-06-09,2,1,No,7,60,2,19,76,1
E13691,2014-06-26,,Active,38,Male,Widowed,R&D,Analyst,M128,Remote,On-site,Master's,HR,1,3,4,8,18831,-2,4,2023-04-06,2,2,No,8,110,11,18,96,0
E13692,2012-07-13,,Active,45,Female,Single,HR,Manager,M110,London,On-site,Bachelor's,HR,14,7,5,4,16916,9,1,2023-10-05,1,2,No,7,25,5,14,76,0
E13693,2011-10-07,,Active,24,Female,Single,Operations,Analyst,M141,Chennai,On-site,Bachelor's,Marketing,14,0,2,7,13375,17,3,2023-01-12,2,2,Yes,2,79,14,13,60,0
E13694,2015-07-26,,Active,51,Male,Married,Operations,Manager,M128,New York,On-site,PhD,Finance,1,4,3,0,15173,-4,5,2023-11-16,5,5,No,0,118,13,0,62,0
E13695,2017-07-24,,Active,34,Male,Married,Finance,Manager,M129,Chennai,On-site,Bachelor's,Technical,4,0,2,0,8660,18,1,2023-11-27,5,4,No,1,11,14,5,51,0
E13696,2015-08-31,,Active,40,Male,Married,Operations,Clerk,M136,Remote,On-site,Master's,Operations,11,3,6,2,15166,5,2,2023-12-10,3,3,No,6,100,9,21,74,0
E13697,2010-08-30,,Active,28,Female,Married,Finance,Engineer,M111,Chennai,Hybrid,High School,HR,1,1,0,1,10896,12,3,2023-08-23,1,5,No,8,108,9,17,82,0
E13698,2017-04-22,2021-09-28 00:00:00,Terminated,30,Female,Single,IT,Clerk,M121,New York,On-site,Bachelor's,Operations,13,9,3,4,5589,8,3,2023-04-19,4,4,Yes,1,44,7,0,84,1
E13699,2012-03-13,,Active,40,Female,Married,R&D,Executive,M138,Remote,Hybrid,High School,Technical,9,8,5,8,10415,13,5,2023-07-27,4,1,No,5,31,13,17,73,0
E13700,2021-05-27,,Active,43,Female,Single,HR,Analyst,M126,London,Hybrid,High School,Operations,4,1,0,8,6017,14,3,2023-01-16,4,5,No,8,81,6,15,94,0
E13701,2010-07-15,2012-10-28 00:00:00,Terminated,39,Female,Married,Operations,Analyst,M118,New York,On-site,Bachelor's,Marketing,11,3,0,7,12198,0,5,2023-11-03,3,4,Yes,9,6,10,18,50,1
E13702,2015-12-28,,Active,44,Female,Single,R&D,Technician,M104,Chennai,Remote,High School,Technical,4,2,2,4,13798,-6,3,2023-08-03,1,5,Yes,3,17,10,17,100,0
E13703,2019-08-17,,Active,23,Male,Single,R&D,Executive,M144,New York,Remote,PhD,Technical,6,0,5,2,8565,6,3,2023-02-01,2,1,No,4,8,12,11,74,0
E13704,2016-05-19,,Active,32,Female,Divorced,R&D,Executive,M141,Remote,Hybrid,Master's,Operations,3,0,4,5,8263,-10,3,2023-04-25,2,1,No,7,72,7,2,99,0
E13705,2016-06-17,,Active,52,Female,Single,Sales,Clerk,M115,Chennai,Hybrid,High School,Operations,1,1,7,7,7124,-6,3,2023-05-06,3,5,No,4,30,11,3,62,0
E13706,2019-11-16,,Active,54,Female,Single,R&D,Clerk,M123,London,Remote,Bachelor's,HR,7,7,5,5,11206,19,3,2023-08-16,5,5,No,4,91,6,4,83,0
E13707,2010-10-04,,Active,35,Female,Single,Finance,Executive,M141,Bangalore,On-site,Bachelor's,Operations,13,1,0,6,13459,-9,3,2023-08-17,4,3,Yes,3,24,5,7,64,0
E13708,2010-03-02,,Active,37,Male,Single,Sales,Clerk,M106,London,On-site,Bachelor's,Technical,0,0,6,6,15594,-9,3,2023-12-14,5,2,No,6,98,6,5,55,0
E13709,2019-04-14,,Active,32,Female,Married,Sales,Technician,M143,New York,Hybrid,Master's,Operations,9,5,0,6,4705,1,3,2023-11-10,2,4,No,2,93,1,15,67,0
E13710,2015-03-29,,Active,54,Male,Single,R&D,Clerk,M107,Bangalore,Remote,Bachelor's,HR,0,0,1,8,5734,18,3,2023-02-14,3,1,No,4,61,5,15,91,0
E13711,2020-10-02,,Active,28,Male,Single,Operations,Clerk,M146,Remote,Hybrid,Bachelor's,Finance,11,9,2,8,15095,11,4,2023-01-24,5,1,No,7,31,13,16,77,0
E13712,2017-02-04,,Active,52,Male,Single,Operations,Executive,M148,Chennai,Remote,Bachelor's,Marketing,11,8,0,0,14892,-6,4,2023-01-13,2,4,No,8,68,1,11,71,0
E13713,2011-07-21,,Active,35,Other,Single,Operations,Executive,M115,Chennai,On-site,Bachelor's,Technical,10,5,5,2,13588,19,3,2023-01-05,3,5,No,6,24,5,13,92,0
E13714,2020-10-10,,Active,49,Female,Single,Operations,Clerk,M109,Remote,Hybrid,Bachelor's,HR,11,9,1,4,7097,0,2,2023-03-22,4,3,No,6,84,14,13,57,0
E13715,2014-04-21,,Active,37,Female,Single,Finance,Clerk,M130,New York,Hybrid,Bachelor's,Marketing,6,5,6,3,18213,2,2,2023-06-27,1,4,No,6,119,2,5,73,0
E13716,2022-12-01,,Active,40,Female,Single,Operations,Executive,M144,London,On-site,High School,Operations,3,0,2,0,4055,7,2,2023-06-26,2,5,No,0,8,11,17,61,0
E13717,2013-04-15,,Active,38,Male,Single,HR,Analyst,M143,Bangalore,On-site,Bachelor's,Operations,2,6,3,0,7974,3,5,2023-10-16,1,1,No,8,77,10,21,73,0
E13718,2022-01-27,,Active,47,Female,Divorced,R&D,Engineer,M128,Remote,Remote,Bachelor's,Finance,0,2,7,3,4333,-6,4,2023-07-05,3,5,Yes,2,75,5,21,50,0
E13719,2017-10-25,2021-10-24 00:00:00,Terminated,27,Other,Divorced,Sales,Analyst,M130,New York,Remote,Master's,Operations,11,0,4,4,8789,0,1,2023-06-11,2,2,No,9,51,10,10,89,1
E13720,2017-12-05,,Active,30,Female,Single,HR,Clerk,M108,New York,On-site,Bachelor's,Marketing,12,8,7,3,6336,-7,1,2023-12-16,4,3,No,3,24,4,11,98,0
E13721,2013-05-21,,Active,38,Male,Single,Operations,Manager,M135,Bangalore,On-site,Bachelor's,HR,7,7,7,1,13514,11,4,2023-12-18,4,2,No,4,45,13,0,77,0
E13722,2010-05-17,,Active,52,Female,Married,HR,Manager,M135,Remote,Remote,High School,Finance,7,3,2,4,3645,6,3,2023-01-31,3,2,Yes,9,109,4,14,57,0
E13723,2012-10-26,,Active,33,Other,Married,Sales,Technician,M126,London,On-site,Bachelor's,Marketing,11,2,0,9,19327,3,2,2023-12-21,1,5,No,4,65,6,3,52,0
E13724,2015-11-27,,Active,44,Female,Widowed,Operations,Analyst,M130,London,On-site,Master's,HR,3,1,1,2,15729,17,3,2023-03-20,5,5,Yes,9,100,10,2,66,0
E13725,2017-02-07,,Active,26,Female,Single,HR,Executive,M135,Remote,Remote,Master's,Marketing,1,1,6,6,5816,-8,1,2023-10-10,4,4,Yes,7,69,8,7,58,0
E13726,2011-10-24,,Active,57,Female,Married,Finance,Technician,M138,Chennai,Hybrid,Master's,Operations,3,2,1,3,11802,10,3,2023-07-06,1,1,Yes,2,77,6,3,100,0
E13727,2016-10-08,,Active,57,Female,Divorced,Finance,Technician,M111,London,Remote,PhD,Marketing,6,0,7,1,7289,13,3,2023-01-27,1,3,No,3,44,1,6,95,0
E13728,2017-05-01,,Active,24,Female,Single,R&D,Manager,M120,Chennai,Remote,Master's,Finance,3,9,7,7,10674,-9,3,2023-03-17,2,2,No,5,87,11,2,60,0
E13729,2016-04-27,,Active,45,Female,Single,R&D,Analyst,M146,Remote,Remote,Bachelor's,Marketing,12,6,3,9,18646,-3,3,2023-07-15,5,5,Yes,6,44,9,6,90,0
E13730,2010-03-28,,Active,38,Male,Single,HR,Engineer,M131,New York,Remote,Bachelor's,Technical,10,1,1,1,12016,13,3,2023-09-11,3,1,Yes,3,104,4,1,83,0
E13731,2016-11-17,,Active,47,Female,Single,Sales,Executive,M134,Remote,On-site,Bachelor's,Operations,10,5,0,6,15924,5,1,2023-12-20,4,4,No,1,102,14,12,69,0
E13732,2018-01-21,,Active,25,Female,Single,Finance,Analyst,M112,New York,On-site,PhD,Marketing,2,5,2,7,14931,-5,3,2023-11-04,5,5,No,0,58,7,14,68,0
E13733,2017-08-05,,Active,33,Female,Married,IT,Technician,M148,Remote,On-site,Bachelor's,HR,9,3,7,9,11204,10,3,2023-03-28,1,4,No,8,102,1,20,97,0
E13734,2016-11-09,,Active,22,Female,Single,R&D,Clerk,M128,Chennai,Hybrid,High School,Operations,11,3,3,2,6122,-4,4,2023-05-03,5,5,Yes,8,27,12,20,83,0
E13735,2019-01-24,,Active,42,Male,Single,Finance,Technician,M103,Chennai,Hybrid,Master's,HR,0,0,4,5,7672,11,3,2023-07-10,2,3,No,5,69,9,3,58,0
E13736,2014-08-28,,Active,40,Male,Divorced,Operations,Analyst,M148,Remote,Remote,Bachelor's,Finance,8,5,6,3,7652,4,5,2023-09-12,2,2,No,6,40,3,3,68,0
E13737,2020-01-19,,Active,42,Female,Single,HR,Manager,M142,New York,Hybrid,Bachelor's,Technical,4,7,4,1,5027,-2,2,2023-07-31,1,4,Yes,6,60,13,13,87,0
E13738,2017-05-24,2023-04-07 00:00:00,Terminated,39,Female,Single,Finance,Analyst,M105,Remote,Hybrid,Master's,Marketing,1,9,0,7,7660,7,4,2023-08-09,1,4,Yes,0,91,3,5,74,1
E13739,2019-12-09,,Active,24,Male,Single,Finance,Engineer,M113,New York,Hybrid,Master's,Operations,5,3,3,1,7536,1,3,2023-11-29,3,4,Yes,5,68,10,17,77,0
E13740,2022-07-27,,Active,53,Male,Single,HR,Executive,M112,Chennai,On-site,Master's,Marketing,1,0,3,8,12497,-5,3,2023-10-11,4,5,Yes,6,97,8,18,82,0
E13741,2014-07-06,,Active,31,Male,Single,R&D,Executive,M101,Bangalore,Remote,Master's,Marketing,11,3,0,8,18981,16,3,2023-10-07,4,4,No,7,91,14,9,92,0
E13742,2019-02-01,,Active,36,Male,Married,R&D,Clerk,M143,London,Remote,Bachelor's,Operations,5,1,5,7,3143,1,3,2023-09-11,5,5,No,8,51,2,6,87,0
E13743,2020-02-05,,Active,26,Male,Single,IT,Clerk,M119,Chennai,Remote,Bachelor's,Technical,8,3,3,9,14019,-4,3,2023-10-05,4,5,No,5,91,9,12,94,0
E13744,2011-08-20,,Active,25,Male,Married,IT,Technician,M129,Remote,On-site,Bachelor's,Technical,1,7,6,2,3271,4,3,2023-06-17,1,3,Yes,1,46,3,20,63,0
E13745,2022-06-12,,Active,49,Male,Single,R&D,Analyst,M147,Remote,Remote,Master's,Finance,12,2,7,7,16749,-10,3,2023-07-22,5,5,No,0,31,2,19,75,0
E13746,2011-04-30,,Active,25,Male,Divorced,R&D,Executive,M148,New York,On-site,Bachelor's,Operations,14,4,1,4,8466,4,3,2023-04-06,4,1,No,6,95,5,15,74,0
E13747,2011-10-08,,Active,36,Male,Married,R&D,Manager,M139,London,Hybrid,Bachelor's,Operations,0,9,1,9,6123,3,5,2023-08-04,3,4,No,4,107,9,24,80,0
E13748,2018-06-17,,Active,38,Female,Divorced,R&D,Engineer,M142,Chennai,Remote,Bachelor's,HR,6,1,0,4,10896,14,3,2023-09-25,1,2,Yes,7,95,12,23,80,0
E13749,2022-01-02,,Active,24,Male,Single,Finance,Technician,M125,London,On-site,Bachelor's,HR,7,8,0,1,5642,2,4,2023-04-14,1,4,Yes,0,27,9,8,76,0
E13750,2011-12-22,,Active,31,Male,Married,IT,Analyst,M116,London,On-site,High School,HR,1,2,1,2,8574,13,3,2023-05-29,4,1,No,6,91,8,23,75,0
E13751,2022-12-17,,Active,44,Male,Divorced,HR,Manager,M117,Chennai,Remote,Master's,Technical,3,0,2,7,5635,10,1,2023-11-19,3,5,No,0,89,8,12,63,0
E13752,2011-05-14,,Active,39,Male,Married,Sales,Analyst,M128,New York,Remote,High School,Finance,7,6,0,0,13605,3,3,2023-06-16,3,3,No,8,75,7,1,51,0
E13753,2022-12-13,,Active,22,Male,Single,HR,Manager,M139,New York,Remote,High School,Finance,11,4,1,3,16425,4,5,2023-04-19,2,5,No,1,89,3,3,55,0
E13754,2014-08-01,,Active,56,Male,Single,Operations,Analyst,M143,New York,Remote,High School,Marketing,14,8,2,5,19038,10,4,2023-11-14,1,3,Yes,9,49,3,18,75,0
E13755,2018-05-26,,Active,52,Female,Single,Sales,Analyst,M149,Bangalore,Hybrid,Bachelor's,Finance,13,2,2,8,19836,-2,2,2023-12-04,1,2,Yes,8,88,5,9,83,0
E13756,2010-04-25,2017-10-28 00:00:00,Terminated,22,Female,Single,Finance,Executive,M105,London,On-site,Bachelor's,HR,3,0,5,7,9912,7,2,2023-02-27,4,4,No,9,36,9,0,69,1
E13757,2018-02-27,,Active,24,Female,Married,Operations,Technician,M101,Bangalore,Remote,Bachelor's,Operations,11,6,1,9,18705,-5,3,2023-07-17,4,5,No,5,43,1,3,90,0
E13758,2014-10-03,,Active,24,Female,Married,IT,Analyst,M103,New York,Hybrid,Master's,Marketing,8,7,6,4,7695,9,3,2023-06-22,3,3,Yes,3,58,14,15,89,0
E13759,2019-11-21,,Active,58,Male,Married,Sales,Analyst,M148,Chennai,Hybrid,Master's,Technical,0,1,6,6,14823,-7,3,2023-05-08,1,3,No,3,48,3,6,85,0
E13760,2016-03-03,2016-11-16 00:00:00,Terminated,40,Female,Single,R&D,Technician,M124,London,On-site,Master's,Finance,9,1,5,7,8693,-3,3,2023-12-01,4,1,No,3,68,9,20,52,1
E13761,2016-04-13,,Active,50,Male,Single,Operations,Technician,M129,Chennai,On-site,Bachelor's,Operations,12,8,1,8,4231,8,3,2023-09-28,3,1,Yes,8,74,7,4,84,0
E13762,2019-12-10,,Active,46,Female,Single,Finance,Clerk,M115,Remote,On-site,Master's,HR,6,3,3,2,7579,0,3,2023-11-14,1,4,No,9,86,2,12,85,0
E13763,2010-05-27,,Active,54,Male,Single,Sales,Clerk,M104,London,Hybrid,Master's,Technical,2,0,2,7,10236,-3,3,2023-06-15,2,3,No,4,10,2,15,76,0
E13764,2020-11-26,,Active,57,Female,Married,R&D,Executive,M144,Chennai,On-site,PhD,Technical,10,8,4,2,18411,-1,1,2023-03-05,1,2,Yes,1,12,1,5,57,0
E13765,2019-06-16,,Active,50,Female,Single,Operations,Technician,M101,New York,On-site,High School,Finance,11,8,3,0,13797,18,1,2023-04-18,2,3,No,3,118,10,18,78,0
E13766,2022-05-05,,Active,47,Male,Married,Finance,Engineer,M149,Bangalore,On-site,High School,Operations,9,5,3,3,9740,-6,4,2023-04-26,1,3,No,4,70,3,17,81,0
E13767,2016-08-07,2016-11-12 00:00:00,Terminated,25,Female,Married,Operations,Executive,M115,Chennai,On-site,High School,HR,10,5,2,6,16341,-9,3,2023-09-01,3,5,No,2,44,4,10,69,1
E13768,2010-05-17,,Active,35,Male,Divorced,Sales,Manager,M124,Remote,Remote,Master's,HR,10,8,6,8,8808,1,4,2023-12-10,1,5,Yes,0,114,1,14,100,0
E13769,2019-03-15,,Active,48,Female,Single,R&D,Technician,M131,New York,Remote,Bachelor's,HR,2,1,7,9,6506,10,2,2023-07-18,4,1,No,8,67,14,22,59,0
E13770,2018-03-25,,Active,54,Female,Married,IT,Clerk,M120,Remote,Remote,Bachelor's,HR,10,8,2,6,15649,9,4,2023-07-22,3,5,No,1,88,13,24,67,0
E13771,2019-09-23,,Active,43,Male,Single,Finance,Analyst,M110,Bangalore,On-site,Bachelor's,Finance,6,3,2,9,4769,14,5,2023-03-19,2,3,No,0,46,1,8,82,0
E13772,2010-01-19,,Active,24,Male,Single,Sales,Technician,M111,Remote,On-site,Master's,Finance,14,3,0,4,8062,-5,3,2023-01-28,1,5,No,7,81,3,18,52,0
E13773,2016-02-21,,Active,44,Male,Married,R&D,Technician,M118,Chennai,Hybrid,Master's,Operations,5,8,1,0,6164,0,2,2023-11-01,2,1,Yes,1,106,5,11,75,0
E13774,2011-03-25,,Active,42,Female,Married,IT,Clerk,M134,Chennai,On-site,Master's,Marketing,2,6,7,0,5825,18,2,2023-08-18,4,4,No,6,76,8,13,68,0
E13775,2015-05-03,,Active,44,Male,Single,Operations,Clerk,M128,New York,Hybrid,Master's,Finance,13,9,6,8,19620,8,3,2023-10-17,3,2,Yes,0,94,5,16,88,0
E13776,2012-08-03,,Active,25,Female,Single,R&D,Engineer,M138,Bangalore,On-site,Bachelor's,HR,13,4,5,3,10816,7,3,2023-07-20,2,3,No,7,66,12,17,91,0
E13777,2021-08-07,,Active,42,Female,Married,IT,Executive,M116,Bangalore,On-site,Bachelor's,Operations,1,7,1,2,8907,19,5,2023-01-20,5,2,Yes,0,78,7,23,88,0
E13778,2015-04-05,,Active,58,Male,Single,Sales,Clerk,M124,London,On-site,Master's,HR,10,0,1,4,8695,-4,4,2023-04-17,1,4,No,4,77,9,20,51,0
E13779,2018-02-25,,Active,52,Other,Married,R&D,Clerk,M139,London,Hybrid,Master's,Finance,10,6,2,6,14910,6,3,2023-09-01,2,3,Yes,9,96,1,24,71,0
E13780,2021-06-20,,Active,42,Female,Married,R&D,Clerk,M112,Chennai,On-site,Bachelor's,Operations,5,3,7,6,14877,10,4,2023-12-24,5,2,No,6,11,5,2,75,0
E13781,2020-12-29,,Active,47,Male,Married,HR,Executive,M142,Remote,Remote,High School,HR,9,1,3,4,6135,10,4,2023-08-11,5,4,No,6,5,2,16,72,0
E13782,2010-08-27,2023-01-11 00:00:00,Terminated,56,Male,Married,Finance,Analyst,M107,Remote,Remote,High School,Marketing,6,1,2,7,9447,-7,3,2023-01-22,4,3,No,0,101,1,14,99,1
